"","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"558.2/3534.25","478131.78"," 24561.89"," 24561.89"," 24561.89","207943.33"," 24561.89","462254.26","433107.43","338304.05"," 24561.89"," 24561.89"," 24561.89"
"559.1965/3531.9","153144.67"," 24561.89"," 83968.48"," 60610.41"," 24561.89"," 24561.89"," 24561.89","153221.36"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"559.224/3531.12"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 58184.63","140376.02"," 24561.89","121371.91"," 62086.04"," 24561.89"," 24561.89"
"562.9885/3722.04"," 24561.89","532369.06"," 24561.89"," 24561.89"," 24561.89"," 24561.89","100043.56"," 24561.89"," 80414.40"," 24561.89"," 24561.89"," 49261.50"
"564.2/3460.7","495463.92"," 24561.89","403730.50","310207.52","373670.93","319110.65","483380.93","561867.13","531539.64","483456.87","364380.95","389258.97"
"564.4/4144.58"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 50245.57"," 75596.05"," 24561.89","148000.83","201694.31"," 24561.89"," 24561.89"," 98766.57"
"565.2275/3456"," 24561.89"," 24561.89"," 24561.89","122022.28"," 24561.89"," 24561.89","164572.99","200163.36","214969.36"," 24561.89"," 24561.89"," 24561.89"
"566.2/3582.76","721879.10"," 24561.89","330110.36","398129.63","864560.70","731744.78"," 24561.89","695894.60","344389.68"," 24561.89","627906.71","632278.43"
"567.192/3576.5","268941.35"," 24561.89"," 24561.89"," 24561.89","274791.93","219015.67"," 24561.89","224521.81"," 24561.89","190798.99"," 24561.89"," 24561.89"
"568.2/3211.87","3513594.79","3382320.17","3575867.18","  24561.89","2520927.04","2351740.31","4441771.34","5160645.56","3776656.19","2387020.48","1723110.11","2083724.67"
"568.3/3620.32"," 327279.96","1822905.47"," 181116.05","  24561.89"," 166357.04"," 104334.63","  24561.89"," 245649.79","  24561.89","  99104.80"," 296017.62"," 550424.85"
"569.2/3210.3","1176918.7","1169376.0","1238845.2","1084158.0"," 885024.4"," 769184.2","1498906.6","1718575.1","1305691.9"," 844783.5"," 590152.0"," 704089.8"
"569.3/3613.28","135591.48","613761.40"," 81690.25"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 78086.03"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"570.1/3107.8","1108794.95","1107333.58"," 772818.68"," 725809.90","  24561.89","  24561.89","1485427.07","2055392.81","  24561.89","  24561.89","  24561.89","  24561.89"
"570.2/3204.04","205973.94","232350.86"," 24561.89"," 24561.89"," 24561.89","154042.18","349524.73","363812.70"," 24561.89","301688.65","253018.24"," 24561.89"
"571.105/3107.8","371991.74","358175.76","259076.00"," 24561.89"," 24561.89"," 24561.89","485556.22","662069.31","326378.64"," 24561.89"," 24561.89"," 24561.89"
"571.423/3717.35","  24561.89","2219742.24","  24561.89","  24561.89","  24561.89","  24561.89","  83754.09","  24561.89"," 304004.38"," 173383.33"," 242164.97","  24561.89"
"572.2/3401.23","323601.38","322391.08","369754.12","274460.31","278056.72","328882.47","308131.28","415906.67"," 24561.89","314015.49","283351.97","287626.66"
"572.2/3663.36"," 212129.49","1007070.95"," 187286.96","  24561.89","  24561.89","  24561.89","  24561.89","1304439.10","  24561.89","  24561.89","  24561.89","  24561.89"
"573.214/3415.31","109852.84"," 24561.89"," 24561.89"," 24561.89","106757.58","114065.88"," 24561.89","143399.26","121220.60"," 24561.89"," 24561.89","105759.14"
"576.259/2861.32"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","110578.97"," 97970.40"," 24561.89","298524.11"
"578.291/3836.28","729795.65","966805.68","589139.52"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","534009.17","400878.16"," 24561.89"," 24561.89"
"579.1/2787.77","1602404.52"," 852780.48","1279959.50"," 401807.17","  24561.89","  24561.89","1757125.88","  24561.89","  24561.89","  24561.89"," 659396.38","  24561.89"
"579.4485/3513.9"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 72984.45"," 24561.89"," 24561.89","349901.25"," 24561.89"," 96021.43"," 24561.89","247472.49"
"580.109/2792.46","549471.19"," 24561.89","469956.83"," 24561.89","351453.61","260395.80","637791.54","322001.88","250390.43"," 24561.89","171472.53","261686.78"
"580.2/3390.27","375029.31"," 24561.89","212356.60"," 24561.89","630636.79"," 24561.89","571668.41","407624.71","302588.66","457511.91","541321.23","537119.31"
"580.197/3587.46","421946.51"," 24561.89"," 24561.89"," 24561.89","539466.44","426974.37","469043.68","421423.82"," 24561.89"," 24561.89","402913.20","400313.81"
"590.174/3210.3"," 24561.89","279821.98","204573.05","199358.98"," 24561.89","180332.32"," 24561.89","262258.58"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"590.265/3005.29"," 24561.89"," 24561.89","388183.84"," 24561.89","285201.62","558531.51"," 24561.89","269910.47"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"590.291/3003.73"," 463223.64","1450836.05","  24561.89","  24561.89","  24561.89","  24561.89","4560396.43","  24561.89","1110252.34"," 558365.62"," 767925.73","3588515.89"
"591.264/3003.73","175453.07","523337.29","138598.44"," 24561.89"," 24561.89","191229.36"," 24561.89"," 98015.95"," 24561.89"," 24561.89"," 24561.89"," 24561.89"
"591.299/3001.38","  24561.89","  24561.89","  24561.89","  72627.76","  24561.89","  24561.89","1576633.19","  24561.89"," 404658.12"," 199088.55"," 264940.88","1287256.49"
"593.452/3714.22"," 24561.89"," 24561.89","213074.57","425769.74"," 24561.89","114716.45"," 24561.89","780080.99"," 24561.89"," 24561.89"," 24561.89","336012.98"
"594.2/3405.92"," 24561.89"," 24561.89"," 24561.89","115931.08","210326.15"," 24561.89","203990.89"," 24561.89","164900.07"," 24561.89","167997.87","264677.63"
"594.315/3615.62"," 574791.94","  24561.89","  24561.89","  24561.89"," 689400.00","  24561.89"," 174773.00","  24561.89","  24561.89","  24561.89"," 573244.92","2634209.14"
"595.2/3002.95"," 24561.89","264081.39"," 24561.89"," 24561.89"," 24561.89"," 24561.89","857615.44"," 24561.89","195758.33"," 24561.89"," 24561.89","311351.31"
"595.3075/3617.19","234262.30","339975.43"," 24561.89"," 24561.89","276909.61"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89"," 24561.89","353765.12"
"596.323/3814.37"," 195519.46","4482351.44","  24561.89","  24561.89","  24561.89"," 137865.60","  24561.89","  24561.89","  24561.89"," 142623.14","  24561.89","  24561.89"
"596.357/3817.5"," 24561.89"," 24561.89","273204.87","161920.11"," 24561.89"," 24561.89"," 24561.89","620204.70"," 24561.89"," 24561.89","473434.14","511236.05"
"597.3325/3809.68","67248.65","24561.89","24561.89","66215.79","67707.45","24561.89","24561.89","24561.89","24561.89","59829.39","24561.89","24561.89"
"597.3665/3822.98","  24561.89","1671423.26","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89","  24561.89"," 124673.31","  24561.89"," 180230.29"," 206925.51"
